;Unnamed: 0;data dostawy;indeks;kurs (PLN/MWh lub PLN/toe);wolumen (MWh lub toe);ukey
6960;6960;2018-04-16;TGEefTP17;-;-;2018-04-16/TGEefTP17
6961;6961;2018-04-16;TGEefTP18;-;-;2018-04-16/TGEefTP18
6962;6962;2018-04-16;TGEeffTP;-;-;2018-04-16/TGEeffTP
6963;6963;2018-04-16;TGEkecTP17;9.79;49765.78;2018-04-16/TGEkecTP17
6964;6964;2018-04-16;TGEkecTP18;-;-;2018-04-16/TGEkecTP18
6965;6965;2018-04-16;TGEkgmTP17;117.79;15529.58;2018-04-16/TGEkgmTP17
6966;6966;2018-04-16;TGEkgmTP18;108.00;737.20;2018-04-16/TGEkgmTP18
6967;6967;2018-04-16;TGEkmetTP17;55.40;2911.04;2018-04-16/TGEkmetTP17
6968;6968;2018-04-16;TGEkmetTP18;-;-;2018-04-16/TGEkmetTP18
6969;6969;2018-04-16;TGEozeTP;-;-;2018-04-16/TGEozeTP
6970;6970;2018-04-16;TGEozeaTP;68.35;48155.06;2018-04-16/TGEozeaTP
6971;6971;2018-04-16;TGEozebioTP;295.00;317.56;2018-04-16/TGEozebioTP
6972;6972;2018-04-18;TGEbgTP;-;-;2018-04-18/TGEbgTP
6973;6973;2018-04-18;TGEefTP;-;-;2018-04-18/TGEefTP
6974;6974;2018-04-18;TGEefTP17;-;-;2018-04-18/TGEefTP17
6975;6975;2018-04-18;TGEefTP18;-;-;2018-04-18/TGEefTP18
6976;6976;2018-04-18;TGEeffTP;-;-;2018-04-18/TGEeffTP
6977;6977;2018-04-18;TGEkecTP17;9.75;191966.60;2018-04-18/TGEkecTP17
6978;6978;2018-04-18;TGEkecTP18;-;-;2018-04-18/TGEkecTP18
6979;6979;2018-04-18;TGEkgmTP17;118.34;7448.00;2018-04-18/TGEkgmTP17
6980;6980;2018-04-18;TGEkgmTP18;-;-;2018-04-18/TGEkgmTP18
6981;6981;2018-04-18;TGEkmetTP17;-;-;2018-04-18/TGEkmetTP17
6982;6982;2018-04-18;TGEkmetTP18;-;-;2018-04-18/TGEkmetTP18
6983;6983;2018-04-18;TGEozeTP;-;-;2018-04-18/TGEozeTP
6984;6984;2018-04-18;TGEozeaTP;97.60;437708.05;2018-04-18/TGEozeaTP
6985;6985;2018-04-18;TGEozebioTP;311.53;2154.71;2018-04-18/TGEozebioTP
6986;6986;2018-04-23;TGEbgTP;-;-;2018-04-23/TGEbgTP
6987;6987;2018-04-23;TGEefTP;725.00;2345.00;2018-04-23/TGEefTP
6988;6988;2018-04-23;TGEefTP17;-;-;2018-04-23/TGEefTP17
6989;6989;2018-04-23;TGEefTP18;-;-;2018-04-23/TGEefTP18
6990;6990;2018-04-23;TGEeffTP;-;-;2018-04-23/TGEeffTP
6991;6991;2018-04-23;TGEkecTP17;9.75;18134.16;2018-04-23/TGEkecTP17
6992;6992;2018-04-23;TGEkecTP18;-;-;2018-04-23/TGEkecTP18
6993;6993;2018-04-23;TGEkgmTP17;117.17;10173.00;2018-04-23/TGEkgmTP17
6994;6994;2018-04-23;TGEkgmTP18;111.00;1384.71;2018-04-23/TGEkgmTP18
6995;6995;2018-04-23;TGEkmetTP17;-;-;2018-04-23/TGEkmetTP17
6996;6996;2018-04-23;TGEkmetTP18;-;-;2018-04-23/TGEkmetTP18
6997;6997;2018-04-23;TGEozeTP;-;-;2018-04-23/TGEozeTP
6998;6998;2018-04-23;TGEozeaTP;70.60;107602.39;2018-04-23/TGEozeaTP
6999;6999;2018-04-23;TGEozebioTP;317.46;389.23;2018-04-23/TGEozebioTP
7000;7000;2018-04-25;TGEbgTP;-;-;2018-04-25/TGEbgTP
7001;7001;2018-04-25;TGEefTP;1470.80;16.77;2018-04-25/TGEefTP
7002;7002;2018-04-25;TGEefTP17;-;-;2018-04-25/TGEefTP17
7003;7003;2018-04-25;TGEefTP18;-;-;2018-04-25/TGEefTP18
7004;7004;2018-04-25;TGEeffTP;-;-;2018-04-25/TGEeffTP
7005;7005;2018-04-25;TGEkecTP17;9.75;863017.25;2018-04-25/TGEkecTP17
7006;7006;2018-04-25;TGEkecTP18;-;-;2018-04-25/TGEkecTP18
7007;7007;2018-04-25;TGEkgmTP17;115.98;30760.84;2018-04-25/TGEkgmTP17
7008;7008;2018-04-25;TGEkgmTP18;107.60;9259.22;2018-04-25/TGEkgmTP18
7009;7009;2018-04-25;TGEkmetTP17;-;-;2018-04-25/TGEkmetTP17
7010;7010;2018-04-25;TGEkmetTP18;-;-;2018-04-25/TGEkmetTP18
7011;7011;2018-04-25;TGEozeTP;-;-;2018-04-25/TGEozeTP
7012;7012;2018-04-25;TGEozeaTP;68.60;83585.56;2018-04-25/TGEozeaTP
7013;7013;2018-04-25;TGEozebioTP;292.23;1966.10;2018-04-25/TGEozebioTP
7014;7014;2018-05-07;TGEbgTP;-;-;2018-05-07/TGEbgTP
7015;7015;2018-05-07;TGEefTP;-;-;2018-05-07/TGEefTP
7016;7016;2018-05-07;TGEefTP17;-;-;2018-05-07/TGEefTP17
7017;7017;2018-05-07;TGEefTP18;-;-;2018-05-07/TGEefTP18
7018;7018;2018-05-07;TGEeffTP;-;-;2018-05-07/TGEeffTP
7019;7019;2018-05-07;TGEkecTP17;-;-;2018-05-07/TGEkecTP17
7020;7020;2018-05-07;TGEkecTP18;-;-;2018-05-07/TGEkecTP18
7021;7021;2018-05-07;TGEkgmTP17;115.00;23514.05;2018-05-07/TGEkgmTP17
7022;7022;2018-05-07;TGEkgmTP18;106.38;159792.34;2018-05-07/TGEkgmTP18
7023;7023;2018-05-07;TGEkmetTP17;-;-;2018-05-07/TGEkmetTP17
7024;7024;2018-05-07;TGEkmetTP18;-;-;2018-05-07/TGEkmetTP18
7025;7025;2018-05-07;TGEozeTP;-;-;2018-05-07/TGEozeTP
7026;7026;2018-05-07;TGEozeaTP;74.59;240757.66;2018-05-07/TGEozeaTP
7027;7027;2018-05-07;TGEozebioTP;309.78;1626.71;2018-05-07/TGEozebioTP
7028;7028;2018-05-09;TGEbgTP;-;-;2018-05-09/TGEbgTP
7029;7029;2018-05-09;TGEefTP;1261.54;2600.00;2018-05-09/TGEefTP
7030;7030;2018-05-09;TGEefTP17;631.72;17.61;2018-05-09/TGEefTP17
7031;7031;2018-05-09;TGEefTP18;-;-;2018-05-09/TGEefTP18
7032;7032;2018-05-09;TGEeffTP;-;-;2018-05-09/TGEeffTP
7033;7033;2018-05-09;TGEkecTP17;-;-;2018-05-09/TGEkecTP17
7034;7034;2018-05-09;TGEkecTP18;-;-;2018-05-09/TGEkecTP18
7035;7035;2018-05-09;TGEkgmTP17;118.25;60000.00;2018-05-09/TGEkgmTP17
7036;7036;2018-05-09;TGEkgmTP18;107.99;6867.72;2018-05-09/TGEkgmTP18
7037;7037;2018-05-09;TGEkmetTP17;-;-;2018-05-09/TGEkmetTP17
7038;7038;2018-05-09;TGEkmetTP18;-;-;2018-05-09/TGEkmetTP18
7039;7039;2018-05-09;TGEozeTP;-;-;2018-05-09/TGEozeTP
7040;7040;2018-05-09;TGEozeaTP;60.14;192393.69;2018-05-09/TGEozeaTP
7041;7041;2018-05-09;TGEozebioTP;-;-;2018-05-09/TGEozebioTP
7042;7042;2018-05-14;TGEbgTP;-;-;2018-05-14/TGEbgTP
7043;7043;2018-05-14;TGEefTP;-;-;2018-05-14/TGEefTP
7044;7044;2018-05-14;TGEefTP17;-;-;2018-05-14/TGEefTP17
7045;7045;2018-05-14;TGEefTP18;-;-;2018-05-14/TGEefTP18
7046;7046;2018-05-14;TGEeffTP;-;-;2018-05-14/TGEeffTP
7047;7047;2018-05-14;TGEkecTP17;9.80;770767.63;2018-05-14/TGEkecTP17
7048;7048;2018-05-14;TGEkecTP18;-;-;2018-05-14/TGEkecTP18
7049;7049;2018-05-14;TGEkgmTP17;117.89;11320.97;2018-05-14/TGEkgmTP17
7050;7050;2018-05-14;TGEkgmTP18;106.75;5042.14;2018-05-14/TGEkgmTP18
7051;7051;2018-05-14;TGEkmetTP17;-;-;2018-05-14/TGEkmetTP17
7052;7052;2018-05-14;TGEkmetTP18;-;-;2018-05-14/TGEkmetTP18
7053;7053;2018-05-14;TGEozeTP;-;-;2018-05-14/TGEozeTP
7054;7054;2018-05-14;TGEozeaTP;56.07;176449.23;2018-05-14/TGEozeaTP
7055;7055;2018-05-14;TGEozebioTP;-;-;2018-05-14/TGEozebioTP
7056;7056;2018-05-16;TGEbgTP;-;-;2018-05-16/TGEbgTP
7057;7057;2018-05-16;TGEefTP;847.83;2300.00;2018-05-16/TGEefTP
7058;7058;2018-05-16;TGEefTP17;-;-;2018-05-16/TGEefTP17
7059;7059;2018-05-16;TGEefTP18;-;-;2018-05-16/TGEefTP18
7060;7060;2018-05-16;TGEeffTP;1529.84;1298.76;2018-05-16/TGEeffTP
7061;7061;2018-05-16;TGEkecTP17;9.76;611489.94;2018-05-16/TGEkecTP17
7062;7062;2018-05-16;TGEkecTP18;-;-;2018-05-16/TGEkecTP18
7063;7063;2018-05-16;TGEkgmTP17;117.85;35000.00;2018-05-16/TGEkgmTP17
7064;7064;2018-05-16;TGEkgmTP18;106.86;100202.94;2018-05-16/TGEkgmTP18
7065;7065;2018-05-16;TGEkmetTP17;-;-;2018-05-16/TGEkmetTP17
7066;7066;2018-05-16;TGEkmetTP18;-;-;2018-05-16/TGEkmetTP18
7067;7067;2018-05-16;TGEozeTP;-;-;2018-05-16/TGEozeTP
7068;7068;2018-05-16;TGEozeaTP;57.92;356486.10;2018-05-16/TGEozeaTP
7069;7069;2018-05-16;TGEozebioTP;303.03;3847.76;2018-05-16/TGEozebioTP
7070;7070;2018-05-21;TGEbgTP;-;-;2018-05-21/TGEbgTP
7071;7071;2018-05-21;TGEefTP;1116.48;17.55;2018-05-21/TGEefTP
7072;7072;2018-05-21;TGEefTP17;-;-;2018-05-21/TGEefTP17
7073;7073;2018-05-21;TGEefTP18;-;-;2018-05-21/TGEefTP18
7074;7074;2018-05-21;TGEeffTP;-;-;2018-05-21/TGEeffTP
7075;7075;2018-05-21;TGEkecTP17;9.79;1303156.26;2018-05-21/TGEkecTP17
7076;7076;2018-05-21;TGEkecTP18;-;-;2018-05-21/TGEkecTP18
7077;7077;2018-05-21;TGEkgmTP17;118.44;4307.45;2018-05-21/TGEkgmTP17
7078;7078;2018-05-21;TGEkgmTP18;107.87;67133.99;2018-05-21/TGEkgmTP18
7079;7079;2018-05-21;TGEkmetTP17;56.00;244.88;2018-05-21/TGEkmetTP17
7080;7080;2018-05-21;TGEkmetTP18;-;-;2018-05-21/TGEkmetTP18
7081;7081;2018-05-21;TGEozeTP;-;-;2018-05-21/TGEozeTP
7082;7082;2018-05-21;TGEozeaTP;84.85;318963.08;2018-05-21/TGEozeaTP
7083;7083;2018-05-21;TGEozebioTP;296.12;1667.24;2018-05-21/TGEozebioTP
7084;7084;2018-05-23;TGEbgTP;-;-;2018-05-23/TGEbgTP
7085;7085;2018-05-23;TGEefTP;719.18;2000.00;2018-05-23/TGEefTP
7086;7086;2018-05-23;TGEefTP17;-;-;2018-05-23/TGEefTP17
7087;7087;2018-05-23;TGEefTP18;-;-;2018-05-23/TGEefTP18
7088;7088;2018-05-23;TGEeffTP;-;-;2018-05-23/TGEeffTP
7089;7089;2018-05-23;TGEkecTP17;9.82;1694750.19;2018-05-23/TGEkecTP17
7090;7090;2018-05-23;TGEkecTP18;-;-;2018-05-23/TGEkecTP18
7091;7091;2018-05-23;TGEkgmTP17;117.98;144607.19;2018-05-23/TGEkgmTP17
7092;7092;2018-05-23;TGEkgmTP18;106.72;663.27;2018-05-23/TGEkgmTP18
7093;7093;2018-05-23;TGEkmetTP17;-;-;2018-05-23/TGEkmetTP17
7094;7094;2018-05-23;TGEkmetTP18;-;-;2018-05-23/TGEkmetTP18
7095;7095;2018-05-23;TGEozeTP;-;-;2018-05-23/TGEozeTP
7096;7096;2018-05-23;TGEozeaTP;63.48;344176.69;2018-05-23/TGEozeaTP
7097;7097;2018-05-23;TGEozebioTP;294.98;1383.64;2018-05-23/TGEozebioTP
7098;7098;2018-05-28;TGEbgTP;-;-;2018-05-28/TGEbgTP
7099;7099;2018-05-28;TGEefTP;465.39;110.33;2018-05-28/TGEefTP
7100;7100;2018-05-28;TGEefTP17;-;-;2018-05-28/TGEefTP17
7101;7101;2018-05-28;TGEefTP18;-;-;2018-05-28/TGEefTP18
7102;7102;2018-05-28;TGEeffTP;-;-;2018-05-28/TGEeffTP
7103;7103;2018-05-28;TGEkecTP17;-;-;2018-05-28/TGEkecTP17
7104;7104;2018-05-28;TGEkecTP18;-;-;2018-05-28/TGEkecTP18
7105;7105;2018-05-28;TGEkgmTP17;118.50;40000.00;2018-05-28/TGEkgmTP17
7106;7106;2018-05-28;TGEkgmTP18;108.26;4089.45;2018-05-28/TGEkgmTP18
7107;7107;2018-05-28;TGEkmetTP17;-;-;2018-05-28/TGEkmetTP17
7108;7108;2018-05-28;TGEkmetTP18;-;-;2018-05-28/TGEkmetTP18
7109;7109;2018-05-28;TGEozeTP;-;-;2018-05-28/TGEozeTP
7110;7110;2018-05-28;TGEozeaTP;53.65;474025.68;2018-05-28/TGEozeaTP
7111;7111;2018-05-28;TGEozebioTP;287.88;999.12;2018-05-28/TGEozebioTP
7112;7112;2018-06-04;TGEbgTP;-;-;2018-06-04/TGEbgTP
7113;7113;2018-06-04;TGEefTP;-;-;2018-06-04/TGEefTP
7114;7114;2018-06-04;TGEefTP17;-;-;2018-06-04/TGEefTP17
7115;7115;2018-06-04;TGEefTP18;-;-;2018-06-04/TGEefTP18
7116;7116;2018-06-04;TGEeffTP;-;-;2018-06-04/TGEeffTP
7117;7117;2018-06-04;TGEkecTP17;9.82;1107446.47;2018-06-04/TGEkecTP17
7118;7118;2018-06-04;TGEkecTP18;-;-;2018-06-04/TGEkecTP18
7119;7119;2018-06-04;TGEkgmTP17;-;-;2018-06-04/TGEkgmTP17
7120;7120;2018-06-04;TGEkgmTP18;108.50;190395.08;2018-06-04/TGEkgmTP18
7121;7121;2018-06-04;TGEkmetTP17;-;-;2018-06-04/TGEkmetTP17
7122;7122;2018-06-04;TGEkmetTP18;-;-;2018-06-04/TGEkmetTP18
7123;7123;2018-06-04;TGEozeTP;-;-;2018-06-04/TGEozeTP
7124;7124;2018-06-04;TGEozeaTP;59.56;244136.96;2018-06-04/TGEozeaTP
7125;7125;2018-06-04;TGEozebioTP;316.73;987.48;2018-06-04/TGEozebioTP
7126;7126;2018-06-06;TGEbgTP;-;-;2018-06-06/TGEbgTP
7127;7127;2018-06-06;TGEefTP;-;-;2018-06-06/TGEefTP
7128;7128;2018-06-06;TGEefTP17;-;-;2018-06-06/TGEefTP17
7129;7129;2018-06-06;TGEefTP18;-;-;2018-06-06/TGEefTP18
7130;7130;2018-06-06;TGEeffTP;-;-;2018-06-06/TGEeffTP
7131;7131;2018-06-06;TGEkecTP17;-;-;2018-06-06/TGEkecTP17
7132;7132;2018-06-06;TGEkecTP18;-;-;2018-06-06/TGEkecTP18
7133;7133;2018-06-06;TGEkgmTP17;-;-;2018-06-06/TGEkgmTP17
7134;7134;2018-06-06;TGEkgmTP18;106.31;17531.08;2018-06-06/TGEkgmTP18
7135;7135;2018-06-06;TGEkmetTP17;-;-;2018-06-06/TGEkmetTP17
7136;7136;2018-06-06;TGEkmetTP18;-;-;2018-06-06/TGEkmetTP18
7137;7137;2018-06-06;TGEozeTP;-;-;2018-06-06/TGEozeTP
7138;7138;2018-06-06;TGEozeaTP;66.33;156525.32;2018-06-06/TGEozeaTP
7139;7139;2018-06-06;TGEozebioTP;299.00;300.00;2018-06-06/TGEozebioTP
7140;7140;2018-06-11;TGEbgTP;-;-;2018-06-11/TGEbgTP
7141;7141;2018-06-11;TGEefTP;-;-;2018-06-11/TGEefTP
7142;7142;2018-06-11;TGEefTP17;-;-;2018-06-11/TGEefTP17
7143;7143;2018-06-11;TGEefTP18;710.00;700.00;2018-06-11/TGEefTP18
7144;7144;2018-06-11;TGEeffTP;-;-;2018-06-11/TGEeffTP
7145;7145;2018-06-11;TGEkecTP17;9.81;1000000.00;2018-06-11/TGEkecTP17
7146;7146;2018-06-11;TGEkecTP18;8.55;223547.37;2018-06-11/TGEkecTP18
7147;7147;2018-06-11;TGEkgmTP17;120.00;7667.32;2018-06-11/TGEkgmTP17
7148;7148;2018-06-11;TGEkgmTP18;107.40;163892.74;2018-06-11/TGEkgmTP18
7149;7149;2018-06-11;TGEkmetTP17;-;-;2018-06-11/TGEkmetTP17
7150;7150;2018-06-11;TGEkmetTP18;-;-;2018-06-11/TGEkmetTP18
7151;7151;2018-06-11;TGEozeTP;-;-;2018-06-11/TGEozeTP
7152;7152;2018-06-11;TGEozeaTP;68.03;119571.37;2018-06-11/TGEozeaTP
7153;7153;2018-06-11;TGEozebioTP;316.05;1974.46;2018-06-11/TGEozebioTP
7154;7154;2018-06-13;TGEbgTP;-;-;2018-06-13/TGEbgTP
7155;7155;2018-06-13;TGEefTP;-;-;2018-06-13/TGEefTP
7156;7156;2018-06-13;TGEefTP17;-;-;2018-06-13/TGEefTP17
7157;7157;2018-06-13;TGEefTP18;-;-;2018-06-13/TGEefTP18
7158;7158;2018-06-13;TGEeffTP;-;-;2018-06-13/TGEeffTP
7159;7159;2018-06-13;TGEkecTP17;-;-;2018-06-13/TGEkecTP17
7160;7160;2018-06-13;TGEkecTP18;-;-;2018-06-13/TGEkecTP18
7161;7161;2018-06-13;TGEkgmTP17;-;-;2018-06-13/TGEkgmTP17
7162;7162;2018-06-13;TGEkgmTP18;111.12;21897.76;2018-06-13/TGEkgmTP18
7163;7163;2018-06-13;TGEkmetTP17;-;-;2018-06-13/TGEkmetTP17
7164;7164;2018-06-13;TGEkmetTP18;-;-;2018-06-13/TGEkmetTP18
7165;7165;2018-06-13;TGEozeTP;-;-;2018-06-13/TGEozeTP
7166;7166;2018-06-13;TGEozeaTP;148.24;177398.48;2018-06-13/TGEozeaTP
7167;7167;2018-06-13;TGEozebioTP;298.85;2179.14;2018-06-13/TGEozebioTP
7168;7168;2018-06-18;TGEbgTP;-;-;2018-06-18/TGEbgTP
7169;7169;2018-06-18;TGEefTP;711.20;83.18;2018-06-18/TGEefTP
7170;7170;2018-06-18;TGEefTP17;-;-;2018-06-18/TGEefTP17
7171;7171;2018-06-18;TGEefTP18;-;-;2018-06-18/TGEefTP18
7172;7172;2018-06-18;TGEeffTP;-;-;2018-06-18/TGEeffTP
7173;7173;2018-06-18;TGEkecTP17;-;-;2018-06-18/TGEkecTP17
7174;7174;2018-06-18;TGEkecTP18;-;-;2018-06-18/TGEkecTP18
7175;7175;2018-06-18;TGEkgmTP17;-;-;2018-06-18/TGEkgmTP17
7176;7176;2018-06-18;TGEkgmTP18;107.37;93827.98;2018-06-18/TGEkgmTP18
7177;7177;2018-06-18;TGEkmetTP17;-;-;2018-06-18/TGEkmetTP17
7178;7178;2018-06-18;TGEkmetTP18;-;-;2018-06-18/TGEkmetTP18
7179;7179;2018-06-18;TGEozeTP;-;-;2018-06-18/TGEozeTP
7180;7180;2018-06-18;TGEozeaTP;69.80;132940.84;2018-06-18/TGEozeaTP
7181;7181;2018-06-18;TGEozebioTP;309.80;4845.73;2018-06-18/TGEozebioTP
7182;7182;2018-06-20;TGEbgTP;-;-;2018-06-20/TGEbgTP
7183;7183;2018-06-20;TGEefTP;-;-;2018-06-20/TGEefTP
7184;7184;2018-06-20;TGEefTP17;-;-;2018-06-20/TGEefTP17
7185;7185;2018-06-20;TGEefTP18;-;-;2018-06-20/TGEefTP18
7186;7186;2018-06-20;TGEeffTP;-;-;2018-06-20/TGEeffTP
7187;7187;2018-06-20;TGEkecTP17;-;-;2018-06-20/TGEkecTP17
7188;7188;2018-06-20;TGEkecTP18;-;-;2018-06-20/TGEkecTP18
7189;7189;2018-06-20;TGEkgmTP17;-;-;2018-06-20/TGEkgmTP17
7190;7190;2018-06-20;TGEkgmTP18;108.76;29499.95;2018-06-20/TGEkgmTP18
7191;7191;2018-06-20;TGEkmetTP17;-;-;2018-06-20/TGEkmetTP17
7192;7192;2018-06-20;TGEkmetTP18;-;-;2018-06-20/TGEkmetTP18
7193;7193;2018-06-20;TGEozeTP;-;-;2018-06-20/TGEozeTP
7194;7194;2018-06-20;TGEozeaTP;70.09;172250.08;2018-06-20/TGEozeaTP
7195;7195;2018-06-20;TGEozebioTP;307.03;6863.25;2018-06-20/TGEozebioTP
7196;7196;2018-06-25;TGEbgTP;-;-;2018-06-25/TGEbgTP
7197;7197;2018-06-25;TGEefTP;-;-;2018-06-25/TGEefTP
7198;7198;2018-06-25;TGEefTP17;-;-;2018-06-25/TGEefTP17
7199;7199;2018-06-25;TGEefTP18;-;-;2018-06-25/TGEefTP18
7200;7200;2018-06-25;TGEeffTP;-;-;2018-06-25/TGEeffTP
7201;7201;2018-06-25;TGEkecTP17;-;-;2018-06-25/TGEkecTP17
7202;7202;2018-06-25;TGEkecTP18;8.70;7682.70;2018-06-25/TGEkecTP18
7203;7203;2018-06-25;TGEkgmTP17;-;-;2018-06-25/TGEkgmTP17
7204;7204;2018-06-25;TGEkgmTP18;109.62;8501.09;2018-06-25/TGEkgmTP18
7205;7205;2018-06-25;TGEkmetTP17;-;-;2018-06-25/TGEkmetTP17
7206;7206;2018-06-25;TGEkmetTP18;-;-;2018-06-25/TGEkmetTP18
7207;7207;2018-06-25;TGEozeTP;-;-;2018-06-25/TGEozeTP
7208;7208;2018-06-25;TGEozeaTP;123.31;177839.54;2018-06-25/TGEozeaTP
7209;7209;2018-06-25;TGEozebioTP;306.21;3304.42;2018-06-25/TGEozebioTP
7210;7210;2018-06-27;TGEbgTP;-;-;2018-06-27/TGEbgTP
7211;7211;2018-06-27;TGEefTP;-;-;2018-06-27/TGEefTP
7212;7212;2018-06-27;TGEefTP17;-;-;2018-06-27/TGEefTP17
7213;7213;2018-06-27;TGEefTP18;-;-;2018-06-27/TGEefTP18
7214;7214;2018-06-27;TGEeffTP;-;-;2018-06-27/TGEeffTP
7215;7215;2018-06-27;TGEkecTP17;-;-;2018-06-27/TGEkecTP17
7216;7216;2018-06-27;TGEkecTP18;8.68;910000.00;2018-06-27/TGEkecTP18
7217;7217;2018-06-27;TGEkgmTP17;-;-;2018-06-27/TGEkgmTP17
7218;7218;2018-06-27;TGEkgmTP18;110.34;17479.79;2018-06-27/TGEkgmTP18
7219;7219;2018-06-27;TGEkmetTP17;-;-;2018-06-27/TGEkmetTP17
7220;7220;2018-06-27;TGEkmetTP18;-;-;2018-06-27/TGEkmetTP18
7221;7221;2018-06-27;TGEozeTP;-;-;2018-06-27/TGEozeTP
7222;7222;2018-06-27;TGEozeaTP;129.25;187345.20;2018-06-27/TGEozeaTP
7223;7223;2018-06-27;TGEozebioTP;313.90;9475.89;2018-06-27/TGEozebioTP
7224;7224;2018-07-02;TGEbgTP;-;-;2018-07-02/TGEbgTP
7225;7225;2018-07-02;TGEefTP;-;-;2018-07-02/TGEefTP
7226;7226;2018-07-02;TGEefTP18;-;-;2018-07-02/TGEefTP18
7227;7227;2018-07-02;TGEeffTP;-;-;2018-07-02/TGEeffTP
7228;7228;2018-07-02;TGEkecTP18;-;-;2018-07-02/TGEkecTP18
7229;7229;2018-07-02;TGEkgmTP18;109.65;19769.30;2018-07-02/TGEkgmTP18
7230;7230;2018-07-02;TGEkmetTP18;-;-;2018-07-02/TGEkmetTP18
7231;7231;2018-07-02;TGEozeTP;-;-;2018-07-02/TGEozeTP
7232;7232;2018-07-02;TGEozeaTP;84.01;112862.31;2018-07-02/TGEozeaTP
7233;7233;2018-07-02;TGEozebioTP;307.02;9842.86;2018-07-02/TGEozebioTP
7234;7234;2018-07-04;TGEbgTP;-;-;2018-07-04/TGEbgTP
7235;7235;2018-07-04;TGEefTP;519.93;1800.00;2018-07-04/TGEefTP
7236;7236;2018-07-04;TGEefTP18;-;-;2018-07-04/TGEefTP18
7237;7237;2018-07-04;TGEeffTP;-;-;2018-07-04/TGEeffTP
7238;7238;2018-07-04;TGEkecTP18;8.52;106571.84;2018-07-04/TGEkecTP18
7239;7239;2018-07-04;TGEkgmTP18;107.49;11393.52;2018-07-04/TGEkgmTP18
7240;7240;2018-07-04;TGEkmetTP18;-;-;2018-07-04/TGEkmetTP18
7241;7241;2018-07-04;TGEozeTP;-;-;2018-07-04/TGEozeTP
7242;7242;2018-07-04;TGEozeaTP;66.46;247029.08;2018-07-04/TGEozeaTP
7243;7243;2018-07-04;TGEozebioTP;312.19;8000.00;2018-07-04/TGEozebioTP
7244;7244;2018-07-09;TGEbgTP;-;-;2018-07-09/TGEbgTP
7245;7245;2018-07-09;TGEefTP;490.00;202.00;2018-07-09/TGEefTP
7246;7246;2018-07-09;TGEefTP18;-;-;2018-07-09/TGEefTP18
7247;7247;2018-07-09;TGEeffTP;-;-;2018-07-09/TGEeffTP
7248;7248;2018-07-09;TGEkecTP18;8.75;13966.00;2018-07-09/TGEkecTP18
7249;7249;2018-07-09;TGEkgmTP18;108.36;77359.60;2018-07-09/TGEkgmTP18
7250;7250;2018-07-09;TGEkmetTP18;-;-;2018-07-09/TGEkmetTP18
7251;7251;2018-07-09;TGEozeTP;-;-;2018-07-09/TGEozeTP
7252;7252;2018-07-09;TGEozeaTP;66.14;472003.52;2018-07-09/TGEozeaTP
7253;7253;2018-07-09;TGEozebioTP;308.98;7707.99;2018-07-09/TGEozebioTP
7254;7254;2018-07-11;TGEbgTP;-;-;2018-07-11/TGEbgTP
7255;7255;2018-07-11;TGEefTP;500.00;200.00;2018-07-11/TGEefTP
7256;7256;2018-07-11;TGEefTP18;-;-;2018-07-11/TGEefTP18
7257;7257;2018-07-11;TGEeffTP;-;-;2018-07-11/TGEeffTP
7258;7258;2018-07-11;TGEkecTP18;-;-;2018-07-11/TGEkecTP18
7259;7259;2018-07-11;TGEkgmTP18;108.33;70745.41;2018-07-11/TGEkgmTP18
7260;7260;2018-07-11;TGEkmetTP18;-;-;2018-07-11/TGEkmetTP18
7261;7261;2018-07-11;TGEozeTP;-;-;2018-07-11/TGEozeTP
7262;7262;2018-07-11;TGEozeaTP;76.48;45611.31;2018-07-11/TGEozeaTP
7263;7263;2018-07-11;TGEozebioTP;312.43;1386.36;2018-07-11/TGEozebioTP
7264;7264;2018-07-16;TGEbgTP;-;-;2018-07-16/TGEbgTP
7265;7265;2018-07-16;TGEefTP;505.00;400.00;2018-07-16/TGEefTP
7266;7266;2018-07-16;TGEefTP18;-;-;2018-07-16/TGEefTP18
7267;7267;2018-07-16;TGEeffTP;-;-;2018-07-16/TGEeffTP
7268;7268;2018-07-16;TGEkecTP18;-;-;2018-07-16/TGEkecTP18
7269;7269;2018-07-16;TGEkgmTP18;108.21;15939.48;2018-07-16/TGEkgmTP18
7270;7270;2018-07-16;TGEkmetTP18;-;-;2018-07-16/TGEkmetTP18
7271;7271;2018-07-16;TGEozeTP;-;-;2018-07-16/TGEozeTP
7272;7272;2018-07-16;TGEozeaTP;80.56;111839.57;2018-07-16/TGEozeaTP
7273;7273;2018-07-16;TGEozebioTP;313.11;800.00;2018-07-16/TGEozebioTP
7274;7274;2018-07-18;TGEbgTP;-;-;2018-07-18/TGEbgTP
7275;7275;2018-07-18;TGEefTP;-;-;2018-07-18/TGEefTP
7276;7276;2018-07-18;TGEefTP18;-;-;2018-07-18/TGEefTP18
7277;7277;2018-07-18;TGEeffTP;-;-;2018-07-18/TGEeffTP
7278;7278;2018-07-18;TGEkecTP18;8.63;673535.45;2018-07-18/TGEkecTP18
7279;7279;2018-07-18;TGEkgmTP18;107.07;38145.69;2018-07-18/TGEkgmTP18
7280;7280;2018-07-18;TGEkmetTP18;-;-;2018-07-18/TGEkmetTP18
7281;7281;2018-07-18;TGEozeTP;-;-;2018-07-18/TGEozeTP
